Manufacturer,Category,Screen Size,RAM,Storage,Operating System,Weight,Price,Screen Name
HP,Notebook,15.6,4.0,500,Windows,1.88,8287344.0,Full HD
Lenovo,Notebook,15.6,8.0,1,Windows,2.2,7993908.0,Full HD
Other Manufacturer,Notebook,14.0,2.0,32,Windows,1.4,2125188.0,Full HD
Lenovo,Notebook,15.6,4.0,128,MacOS,2.2,4161456.0,Full HD
Asus,2 in 1 Convertible,13.3,6.0,1,Windows,1.5,5682077.0,Full HD / Touchscreen
Dell,Notebook,15.6,8.0,256,Windows,2.0,16183440.0,Full HD
Asus,Ultrabook,14.0,14.0,512,Windows,1.1,16894800.0,Full HD
Dell,Gaming,15.6,14.0,256,Windows,2.62,13151268.0,Full HD
Lenovo,Notebook,15.6,4.0,256,Windows,1.8,7371468.0,Full HD
Lenovo,Notebook,15.6,4.0,1,Windows,2.2,5148468.0,Full HD
Asus,Notebook,15.6,8.0,1,Windows,2.0,3547908.0,Full HD
Asus,Notebook,15.6,8.0,1,Windows,1.99,8061665.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.23,16619148.0,Quad HD+ / Touchscreen
Lenovo,Notebook,14.0,2.0,32,Windows,1.42,2214108.0,Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,256,Windows,1.37,15626979.0,IPS Panel Full HD / Touchscreen
Dell,Notebook,15.6,14.0,1,Windows,2.06,21331908.0,Other Screen Name
Lenovo,Gaming,15.6,8.0,128,Windows,2.5,9861228.0,IPS Panel Full HD
HP,Notebook,17.0,8.0,1,Windows,2.6,4631843.0,Full HD
Lenovo,Ultrabook,14.0,14.0,512,Windows,1.14,21785400.0,IPS Panel Full HD
Asus,Gaming,15.6,8.0,1,MacOS,2.5,10394748.0,IPS Panel Full HD
Acer,Notebook,15.6,4.0,500,Windows,2.4,4001400.0,Other Screen Name
Lenovo,Notebook,14.0,4.0,32,Windows,1.43,2436408.0,IPS Panel Full HD
Acer,Ultrabook,14.0,8.0,256,Windows,1.8,8171748.0,IPS Panel Full HD
Other Manufacturer,Gaming,14.0,14.0,256,Windows,1.95,23110308.0,Full HD
Toshiba,Notebook,13.3,8.0,256,Windows,1.2,10785996.0,Full HD
Lenovo,Ultrabook,12.5,8.0,256,Windows,1.36,14084928.0,IPS Panel Full HD
Asus,Gaming,17.3,14.0,512,Windows,3.5250000000000004,24888708.0,IPS Panel Full HD
Acer,Gaming,15.6,8.0,1,Linux,2.4,6304428.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.2,12892511.0,Full HD
MSI,Gaming,15.6,8.0,128,Windows,2.2,10597486.0,Full HD
HP,Notebook,15.6,4.0,500,MacOS,1.86,3244691.0,Full HD
Toshiba,Notebook,15.6,8.0,500,Windows,2.0,9461088.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.2,8171748.0,Full HD
Dell,Notebook,15.6,14.0,256,Windows,2.2,10092420.0,Full HD
Lenovo,Gaming,15.6,8.0,128,Windows,3.31,10634832.0,IPS Panel Full HD
Dell,Gaming,17.3,14.0,512,Windows,3.5250000000000004,24958343.625,Other Screen Name
Dell,Notebook,14.0,8.0,256,Windows,1.56,10928268.0,Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.2,3725748.0,IPS Panel Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.2,4757220.0,Full HD
HP,Notebook,15.6,6.0,1,Windows,2.04,4792788.0,Full HD
MSI,Gaming,17.3,8.0,128,Windows,2.7,13220359.0,Full HD
Toshiba,Notebook,15.6,4.0,128,Windows,2.1,4428216.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,1,Windows,2.06,8491860.0,Full HD
HP,Notebook,15.6,8.0,1,Windows,2.1,6624540.0,Full HD
Toshiba,Notebook,15.6,8.0,256,Windows,2.0,11186136.0,IPS Panel Full HD
Acer,Notebook,15.6,4.0,128,Linux,2.1,3663504.0,Full HD
Other Manufacturer,Ultrabook,13.5,8.0,256,Windows,1.252,16608922.0,Touchscreen
Lenovo,Notebook,15.6,8.0,128,Windows,1.9,7273211.0,Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,256,Windows,1.3,9194328.0,IPS Panel Full HD / Touchscreen
Lenovo,Notebook,15.6,4.0,128,Windows,2.2,3103308.0,IPS Panel Full HD / Touchscreen
HP,2 in 1 Convertible,14.0,4.0,128,Windows,1.63,6215508.0,IPS Panel Full HD / Touchscreen
MSI,Gaming,15.6,14.0,256,Windows,2.4,11506248.0,Full HD
Asus,Ultrabook,14.0,8.0,256,Windows,1.1,10092420.0,Full HD
HP,2 in 1 Convertible,11.600000000000001,8.0,64,MacOS,1.4,4401540.0,Touchscreen
Other Manufacturer,Ultrabook,15.6,8.0,512,Windows,1.09,20442708.0,IPS Panel Full HD
Acer,Gaming,15.6,14.0,256,Windows,2.5,11550708.0,Full HD
MSI,Gaming,15.6,8.0,256,Windows,2.2,8873327.0,Full HD
Asus,Notebook,15.6,4.0,128,Windows,1.86,3725748.0,Full HD
Dell,Gaming,15.6,14.0,128,Windows,3.21,18237492.0,Full HD
HP,Notebook,17.3,4.0,256,Windows,2.5,6215508.0,IPS Panel Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,512,Windows,1.19,13329108.0,IPS Panel Full HD / Touchscreen
Dell,Gaming,15.6,14.0,256,Windows,3.49,24958343.625,Full HD
HP,Notebook,15.6,4.0,500,Windows,1.86,5447328.0,IPS Panel Full HD
Dell,Notebook,15.6,4.0,1,Windows,2.2,4852098.0,Full HD
HP,Notebook,17.3,6.0,2,Windows,2.65,5059548.0,IPS Panel Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.1,2827656.0,IPS Panel Full HD / Touchscreen
Acer,Notebook,14.0,4.0,32,MacOS,1.45,3334500.0,Full HD
Lenovo,Notebook,14.0,4.0,256,Windows,1.7,6215508.0,Full HD
HP,Workstation,17.3,8.0,500,Windows,3.14,16965847.0,Full HD
Lenovo,2 in 1 Convertible,14.0,8.0,256,Windows,1.42,23030280.0,Touchscreen
Toshiba,Notebook,13.3,8.0,256,Windows,1.5,8651916.0,IPS Panel Full HD
Acer,Netbook,11.600000000000001,4.0,32,Windows,1.4,2391948.0,Full HD
Lenovo,2 in 1 Convertible,14.0,14.0,512,Windows,1.38,15552108.0,Full HD / Touchscreen
Asus,2 in 1 Convertible,12.5,4.0,64,MacOS,1.2,5948748.0,Full HD / Touchscreen
Toshiba,Ultrabook,13.3,14.0,512,Windows,1.36,16690284.0,Full HD / Touchscreen
HP,Notebook,15.6,4.0,500,Windows,2.1,6126588.0,IPS Panel Full HD
Dell,Gaming,15.6,8.0,1,Windows,2.56,7282548.0,Full HD
Lenovo,Notebook,15.6,4.0,256,Windows,2.2,3547908.0,Full HD
Lenovo,Notebook,15.6,8.0,1,Windows,2.2,3814668.0,Full HD
Lenovo,Notebook,15.6,4.0,1,Windows,2.1,5525933.0,Full HD
Lenovo,Notebook,15.6,4.0,500,MacOS,1.9,4001400.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.18,7069140.0,Full HD
Acer,2 in 1 Convertible,13.3,8.0,256,Windows,1.6,8883108.0,IPS Panel Full HD / Touchscreen
Lenovo,Workstation,15.6,14.0,512,Windows,2.18,16494660.0,Full HD
Lenovo,Notebook,14.0,8.0,256,Windows,1.8,10590372.0,Full HD
HP,Notebook,17.3,6.0,2,Windows,2.71,5824349.0,IPS Panel Full HD
Lenovo,Gaming,15.6,8.0,128,Windows,2.5,11106108.0,IPS Panel Full HD
Dell,Notebook,14.0,8.0,256,Linux,1.64,9683388.0,Full HD
Dell,Notebook,15.6,8.0,1,Linux,1.98,6455592.0,Full HD
Asus,Notebook,14.0,4.0,32,Windows,1.5,2649816.0,Full HD
Dell,Notebook,15.6,14.0,512,Windows,1.93,12685861.0,Full HD
Lenovo,Notebook,14.0,8.0,256,Windows,1.87,7621066.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,256,Windows,1.9,10483668.0,Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.19,2649816.0,IPS Panel Full HD
Other Manufacturer,Notebook,14.0,4.0,32,Windows,1.4,2356380.0,IPS Panel Full HD
HP,Notebook,17.3,8.0,256,Windows,2.63,10670400.0,Full HD
Lenovo,Ultrabook,14.0,8.0,512,Windows,1.17,14997603.0,Other Screen Name
HP,2 in 1 Convertible,13.3,8.0,256,Windows,1.58,7439047.0,Other Screen Name
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.32,13329108.0,IPS Panel Full HD
Dell,Gaming,17.3,14.0,1,Windows,3.5250000000000004,24958343.625,Other Screen Name
MSI,Gaming,17.3,8.0,128,Windows,2.7,11990684.0,Full HD
Lenovo,Notebook,15.6,4.0,1,MacOS,1.9,4356191.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,128,Windows,2.2,6393348.0,Full HD
Dell,2 in 1 Convertible,13.3,4.0,1,Windows,1.71,5770908.0,Full HD / Touchscreen
Dell,Notebook,15.6,8.0,1,Linux,2.32,5242012.0,Full HD / Touchscreen
HP,Notebook,15.6,4.0,1,Windows,2.1,4348188.0,Full HD
Acer,Gaming,17.3,14.0,128,Windows,3.5250000000000004,17206020.0,IPS Panel Full HD
Dell,Notebook,15.6,12.0,1,Windows,2.25,5770908.0,Full HD / Touchscreen
HP,Notebook,15.6,6.0,128,Windows,2.1,5779800.0,Full HD
Acer,Notebook,15.6,4.0,500,Windows,2.4,4970628.0,IPS Panel Full HD
Lenovo,Notebook,13.3,8.0,256,Windows,1.44,8536320.0,IPS Panel Full HD
Lenovo,Notebook,15.6,4.0,1,Windows,1.85,6926868.0,Full HD
HP,Workstation,15.6,14.0,256,Windows,2.6,21509748.0,Full HD
Dell,2 in 1 Convertible,13.3,8.0,1,Windows,1.55,5859828.0,Full HD / Touchscreen
MSI,Gaming,15.6,14.0,256,Windows,1.8,18624116.0,Full HD
Acer,Notebook,15.6,4.0,500,Windows,2.4,3652834.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,128,Windows,2.0,10732644.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.0,5913180.0,Full HD
Toshiba,Notebook,14.0,8.0,256,Windows,1.25,13649220.0,IPS Panel Full HD / Touchscreen
Lenovo,2 in 1 Convertible,14.0,8.0,256,Windows,1.7,8883108.0,Full HD / Touchscreen
Lenovo,Workstation,15.6,14.0,1,Windows,2.5,24958343.625,Other Screen Name
Acer,Notebook,14.0,2.0,32,MacOS,1.68,2934360.0,IPS Panel Full HD
Other Manufacturer,Ultrabook,13.3,14.0,256,Windows,0.81,14662908.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,1.86,4792788.0,Full HD
Dell,Notebook,14.0,8.0,256,Windows,1.6,10018705.0,Full HD
HP,Workstation,17.3,14.0,256,Windows,3.0,24958343.625,IPS Panel Full HD
Lenovo,Netbook,11.600000000000001,4.0,128,Windows,1.4,4223700.0,Touchscreen
HP,Notebook,15.6,8.0,256,Windows,1.84,16894800.0,Full HD
Asus,Notebook,15.6,4.0,1,MacOS,2.45,5148468.0,Full HD
Lenovo,Ultrabook,14.0,4.0,1,Windows,1.7,9745632.0,Full HD
Asus,Notebook,15.6,4.0,256,Windows,2.37,7557311.0,Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,256,Windows,1.3,10661508.0,Other Screen Name
HP,Notebook,15.6,8.0,128,Windows,2.2,9772308.0,IPS Panel Full HD
HP,Workstation,15.6,8.0,256,Windows,2.59,13880412.0,Full HD
Dell,Gaming,15.6,14.0,256,Windows,3.5250000000000004,24958343.625,Other Screen Name
Acer,Notebook,15.6,4.0,256,Windows,2.1,5326308.0,IPS Panel Full HD
Lenovo,Gaming,15.6,8.0,128,Windows,2.5,9318816.0,IPS Panel Full HD
Dell,Ultrabook,12.5,14.0,256,Windows,1.18,16530228.0,Full HD
Other Manufacturer,Ultrabook,12.3,8.0,256,MacOS,1.1,13862628.0,Touchscreen
Asus,Ultrabook,13.3,8.0,256,Windows,1.2,10039068.0,Other Screen Name
Dell,Notebook,13.3,4.0,500,Windows,1.65,7549308.0,Full HD
Acer,Notebook,13.3,4.0,128,Windows,1.6,5824260.0,IPS Panel Full HD
Asus,Notebook,17.3,4.0,1,Windows,2.8,4182263.0,Other Screen Name
Dell,Gaming,15.6,14.0,128,Windows,2.72,9772308.0,Other Screen Name
Other Manufacturer,Ultrabook,13.3,8.0,256,Windows,1.31,14218308.0,Full HD / Touchscreen
Acer,Notebook,15.6,4.0,1,Linux,2.1,2649816.0,IPS Panel Full HD
Dell,Notebook,15.6,14.0,256,Windows,2.3,10503853.0,Full HD
Other Manufacturer,2 in 1 Convertible,15.0,14.0,256,Windows,1.71,15996708.0,Full HD / Touchscreen
Toshiba,Notebook,14.0,4.0,128,Windows,1.75,9069840.0,Other Screen Name
Dell,Gaming,15.6,8.0,1,Windows,2.62,9772308.0,Full HD
HP,Ultrabook,12.5,4.0,256,Windows,1.26,11061648.0,Full HD
Asus,2 in 1 Convertible,15.6,12.0,2,Windows,2.3,7460388.0,Full HD / Touchscreen
Lenovo,Notebook,15.6,14.0,512,Windows,2.5,21074040.0,Other Screen Name
Acer,Notebook,14.0,4.0,128,Windows,1.8,5655312.0,IPS Panel Full HD
Other Manufacturer,Gaming,14.0,14.0,512,Windows,1.95,24958343.625,Full HD
Asus,Notebook,15.6,8.0,128,Windows,2.0,5174255.0,Full HD / Touchscreen
Dell,Gaming,17.3,14.0,1,Windows,3.5250000000000004,24958343.625,IPS Panel Full HD
Asus,Gaming,17.3,14.0,256,Windows,3.5250000000000004,20896200.0,IPS Panel Full HD
Toshiba,Ultrabook,14.0,14.0,512,Windows,1.47,15685488.0,IPS Panel Full HD
Lenovo,Notebook,15.6,8.0,1,MacOS,2.2,2925468.0,Other Screen Name
Lenovo,Ultrabook,14.0,14.0,512,Windows,1.7,20442708.0,Full HD
MSI,Gaming,14.0,14.0,256,Windows,1.6,16814772.0,IPS Panel Full HD
MSI,Gaming,15.6,8.0,128,Windows,2.2,9683388.0,Full HD
Lenovo,Gaming,15.6,4.0,1,Windows,2.4,8883108.0,IPS Panel Full HD
Acer,Gaming,17.3,14.0,256,Windows,3.5250000000000004,20442708.0,IPS Panel Full HD
Dell,Gaming,15.6,8.0,256,Windows,2.62,8758620.0,Full HD
Asus,Gaming,15.6,8.0,128,Windows,2.24,11906388.0,Full HD
Other Manufacturer,Notebook,14.0,4.0,32,Windows,1.22,1804187.0,IPS Panel Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,512,Windows,1.37,17517240.0,IPS Panel Full HD / Touchscreen
Lenovo,2 in 1 Convertible,15.6,8.0,256,Windows,2.08,8527428.0,Full HD / Touchscreen
Other Manufacturer,Ultrabook,12.0,8.0,512,MacOS,0.92,10359180.0,IPS Panel Retina Display
Lenovo,2 in 1 Convertible,14.0,8.0,256,Windows,1.42,20718360.0,Other Screen Name
Asus,Notebook,14.0,4.0,32,Windows,1.63,2658708.0,Full HD
Dell,Notebook,15.6,8.0,128,Windows,1.95,7202520.0,Full HD
Lenovo,2 in 1 Convertible,13.9,8.0,256,Windows,1.38,11995308.0,IPS Panel Full HD / Touchscreen
Dell,Notebook,15.6,8.0,256,Windows,2.0,6571188.0,Full HD
HP,Workstation,15.6,8.0,256,Windows,3.14,18361091.0,Full HD
Asus,Notebook,15.6,8.0,256,Windows,2.37,9772308.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.29,13329108.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.06,15552108.0,Other Screen Name
Dell,Netbook,11.600000000000001,4.0,128,Windows,1.63,6615648.0,Other Screen Name
HP,Netbook,12.5,8.0,256,Windows,1.26,12350988.0,Full HD
Toshiba,Notebook,15.6,4.0,500,Windows,2.1,6935760.0,IPS Panel Full HD
HP,Notebook,15.6,8.0,2,Windows,2.04,5593068.0,Full HD
Dell,Gaming,15.6,14.0,512,Windows,2.62,14929668.0,Other Screen Name
Lenovo,Notebook,15.6,4.0,1,Windows,2.4,5415228.0,Full HD
HP,Gaming,17.3,12.0,1,Windows,3.5250000000000004,15552108.0,IPS Panel Full HD
MSI,Gaming,17.3,14.0,512,Windows,2.9,21474180.0,Full HD
Other Manufacturer,Ultrabook,13.3,8.0,256,Windows,0.81,13329108.0,Full HD
Dell,Notebook,15.6,8.0,1,Windows,1.98,8545212.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.18,7022991.0,Full HD
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.32,16530228.0,Full HD
Other Manufacturer,Ultrabook,12.5,14.0,512,Windows,1.29,15996708.0,Other Screen Name
HP,Netbook,11.600000000000001,4.0,16,MacOS,1.23,3423420.0,IPS Panel Full HD
Dell,Gaming,17.3,14.0,128,Windows,3.5250000000000004,22274638.0,IPS Panel Full HD
Dell,Notebook,14.0,4.0,500,Windows,1.76,6713460.0,IPS Panel Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.1,4356191.0,Full HD
Toshiba,Ultrabook,14.0,4.0,128,Windows,1.25,9692280.0,IPS Panel Full HD
Lenovo,Ultrabook,14.0,8.0,512,Windows,1.13,22221108.0,IPS Panel Full HD
MSI,Gaming,15.6,8.0,256,Windows,2.4,10661508.0,Full HD
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.13,16672500.0,IPS Panel Full HD
Toshiba,Notebook,14.0,4.0,128,Windows,1.75,4437108.0,IPS Panel Full HD
Asus,2 in 1 Convertible,13.3,8.0,256,Windows,1.1,12075336.0,Other Screen Name
Dell,Notebook,14.0,4.0,500,Windows,1.76,5201820.0,IPS Panel Full HD
Acer,Netbook,11.600000000000001,4.0,32,MacOS,1.35,3156660.0,Other Screen Name
Acer,Notebook,14.0,8.0,128,Windows,1.5,5504148.0,IPS Panel Full HD
Other Manufacturer,Gaming,17.3,14.0,512,Windows,3.49,24958343.625,Other Screen Name
Lenovo,Ultrabook,14.0,14.0,512,Windows,1.1,18664308.0,Other Screen Name
Asus,Notebook,15.6,4.0,1,Linux,2.1,4614948.0,Full HD
Lenovo,Notebook,14.0,8.0,256,Windows,1.7,10545912.0,Full HD
Lenovo,Notebook,14.0,8.0,256,Windows,1.32,14671800.0,IPS Panel Full HD
Dell,Gaming,15.6,14.0,256,Windows,3.21,24672010.0,Full HD
Asus,Gaming,17.3,14.0,256,Windows,2.9,21509748.0,Full HD
Toshiba,Notebook,15.6,4.0,500,Windows,2.0,5948748.0,IPS Panel Full HD
Lenovo,Notebook,14.0,4.0,16,MacOS,1.5,2889900.0,IPS Panel Full HD
Asus,Notebook,15.6,8.0,128,Windows,2.3,5246280.0,Full HD
Asus,Gaming,17.3,14.0,512,Windows,2.73,15996708.0,Full HD
Dell,Gaming,17.3,14.0,512,Windows,3.5250000000000004,24958343.625,IPS Panel Full HD
HP,Notebook,17.3,8.0,1,Windows,2.63,8091720.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,128,Windows,2.18,6348799.0,IPS Panel Full HD
HP,Ultrabook,14.0,8.0,512,Windows,1.54,16628040.0,Full HD
Dell,Notebook,15.6,4.0,256,Windows,2.18,6571188.0,Full HD
HP,2 in 1 Convertible,11.600000000000001,4.0,32,MacOS,1.4,5468580.0,Touchscreen
Asus,Ultrabook,13.3,8.0,512,Windows,1.45,9123192.0,IPS Panel Full HD
HP,2 in 1 Convertible,13.3,8.0,256,Windows,1.28,20247084.0,Full HD / Touchscreen
HP,Ultrabook,14.0,8.0,512,Windows,1.54,13053456.0,Full HD
HP,Notebook,15.6,4.0,128,MacOS,1.86,2658708.0,Full HD
Asus,Gaming,15.6,14.0,128,Windows,2.1,16885908.0,Full HD
Dell,Notebook,17.3,8.0,1,Linux,2.83,7691580.0,Full HD
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.96,16921476.0,IPS Panel Full HD
Asus,Notebook,15.6,8.0,256,Windows,2.3,6998004.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,128,Windows,1.9,8402940.0,Full HD
Asus,Notebook,15.6,4.0,1,Windows,2.0,3992508.0,IPS Panel Full HD
HP,2 in 1 Convertible,13.3,8.0,256,Windows,1.28,22754628.0,Full HD / Touchscreen
Dell,Notebook,13.3,8.0,1,Windows,1.62,5770908.0,Full HD / Touchscreen
Lenovo,Notebook,15.6,4.0,1,MacOS,2.2,4170348.0,Full HD
Lenovo,Notebook,15.6,8.0,1,Windows,2.3,7564069.0,IPS Panel Full HD
HP,Notebook,15.6,8.0,256,Windows,1.84,11995308.0,Full HD
Toshiba,Notebook,13.3,4.0,128,Windows,1.05,11426220.0,Full HD
Lenovo,Gaming,15.6,8.0,1,MacOS,2.5,9043164.0,IPS Panel Full HD
Dell,Ultrabook,13.3,14.0,512,Windows,1.29,19918080.0,Quad HD+ / Touchscreen
HP,Notebook,15.6,4.0,500,Windows,2.07,8091720.0,Full HD
Toshiba,Ultrabook,13.3,8.0,256,Windows,1.2,9736740.0,Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,256,Windows,1.37,17339400.0,IPS Panel Full HD / Touchscreen
Acer,Notebook,14.0,8.0,256,Windows,1.56,8020584.0,IPS Panel Full HD
Dell,Workstation,15.6,8.0,1,Windows,2.23,15809976.0,Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.38,9381060.0,IPS Panel Full HD / Touchscreen
Lenovo,Notebook,15.6,4.0,1,MacOS,2.2,4259268.0,Full HD
Toshiba,Notebook,15.6,8.0,256,Windows,2.0,12342096.0,IPS Panel Full HD
Lenovo,Notebook,13.3,4.0,1,Windows,1.44,6535620.0,IPS Panel Full HD
Other Manufacturer,Ultrabook,15.0,14.0,256,Windows,1.23,16441308.0,Full HD
Dell,Ultrabook,12.5,8.0,256,Windows,1.6,15027480.0,Full HD
Asus,Notebook,15.6,4.0,1,Linux,2.0,3547819.0,IPS Panel Full HD
Other Manufacturer,Ultrabook,13.3,8.0,256,Windows,1.28,8314020.0,IPS Panel Full HD
Dell,Notebook,15.6,4.0,128,Windows,2.18,8113950.0,Full HD
HP,Notebook,15.6,4.0,256,Windows,2.04,7460388.0,Full HD
HP,2 in 1 Convertible,13.3,4.0,256,Windows,1.28,15116400.0,Full HD / Touchscreen
HP,2 in 1 Convertible,15.6,4.0,500,Windows,2.3,6089242.0,Touchscreen
Asus,Notebook,14.1,4.0,32,Windows,1.65,3094416.0,IPS Panel Full HD
Lenovo,Notebook,15.6,8.0,1,Windows,2.2,5948748.0,IPS Panel Full HD
Dell,Notebook,15.6,4.0,500,Windows,2.2,3281148.0,Full HD
HP,2 in 1 Convertible,13.3,4.0,256,Windows,1.28,15996708.0,Full HD / Touchscreen
Dell,Notebook,15.6,4.0,1,Linux,2.18,4052084.0,Full HD
Asus,Gaming,17.3,12.0,128,Windows,2.2,12181151.0,Full HD
Acer,Netbook,11.600000000000001,4.0,32,MacOS,1.25,2640924.0,Other Screen Name
Lenovo,Notebook,17.3,4.0,500,Windows,2.8,3370068.0,IPS Panel Full HD
HP,Notebook,14.0,4.0,128,Windows,1.95,11248380.0,Full HD
HP,2 in 1 Convertible,13.3,14.0,256,Windows,1.42,12439908.0,Quad HD+ / Touchscreen
Other Manufacturer,Ultrabook,15.0,8.0,256,Windows,1.17,15107508.0,Full HD
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.32,15996708.0,IPS Panel Full HD
MSI,Gaming,17.3,14.0,512,Windows,2.43,23554908.0,Other Screen Name
Toshiba,Notebook,13.3,8.0,256,Windows,1.05,13115700.0,Full HD
Dell,Gaming,15.6,8.0,1,Linux,2.62,8260668.0,Full HD
HP,Notebook,15.6,8.0,1,Windows,2.04,8002800.0,Full HD
Dell,Notebook,15.6,4.0,1,Windows,2.18,5459688.0,Full HD
Dell,Notebook,15.6,8.0,500,Windows,1.9,8314020.0,Full HD
Dell,2 in 1 Convertible,13.3,8.0,512,Windows,1.24,17900485.0,Quad HD+ / Touchscreen
Asus,Gaming,17.3,14.0,256,Windows,3.5250000000000004,11372868.0,IPS Panel Full HD
Dell,2 in 1 Convertible,13.3,14.0,256,Windows,1.22,14662908.0,Full HD / Touchscreen
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.13,18219708.0,IPS Panel Full HD
Lenovo,Notebook,15.6,8.0,512,Windows,1.95,17454907.0,IPS Panel Full HD
Other Manufacturer,Ultrabook,15.6,14.0,512,Windows,1.08,18664308.0,IPS Panel Full HD / Touchscreen
HP,Netbook,12.5,8.0,512,Windows,1.26,13186836.0,Full HD
Acer,Notebook,15.6,4.0,16,MacOS,2.2,3192228.0,IPS Panel Full HD
Lenovo,Notebook,15.6,8.0,128,Windows,2.6,7015788.0,IPS Panel Full HD
Other Manufacturer,Ultrabook,14.0,8.0,512,Windows,0.98,16885908.0,IPS Panel Full HD / Touchscreen
Dell,Notebook,14.0,8.0,256,Windows,1.6,10714860.0,Full HD
HP,Ultrabook,12.5,8.0,240,Windows,1.09,24958343.625,Other Screen Name
Lenovo,Notebook,15.6,6.0,256,Windows,2.2,7015788.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,2.04,9060859.0,Full HD
Acer,Notebook,15.6,4.0,1,Windows,2.4,4437108.0,Full HD
Lenovo,Notebook,13.3,4.0,128,Windows,1.44,7833852.0,Full HD
HP,Notebook,13.3,8.0,256,Windows,1.49,8536320.0,Full HD
MSI,Gaming,17.3,14.0,256,Windows,2.7,14218308.0,Full HD
Dell,Gaming,15.6,14.0,128,Windows,2.6,11995308.0,Full HD
MSI,Gaming,15.6,8.0,128,Windows,2.2,9958240.0,Full HD
Dell,Notebook,15.6,4.0,1,Windows,2.18,6090931.0,Full HD
HP,Ultrabook,15.6,8.0,256,Windows,1.84,11532835.0,Full HD
HP,Ultrabook,13.3,8.0,256,Windows,1.39,10216908.0,Quad HD+ / Touchscreen
Toshiba,Notebook,15.6,14.0,256,Windows,2.4,17561700.0,IPS Panel Full HD
Lenovo,2 in 1 Convertible,13.3,8.0,512,Windows,1.37,16227900.0,IPS Panel Full HD / Touchscreen
Dell,Notebook,15.6,4.0,500,Windows,1.95,6490271.0,Full HD
Lenovo,Ultrabook,12.5,8.0,256,Windows,1.36,14671800.0,IPS Panel Full HD
HP,Notebook,15.6,8.0,256,Windows,2.31,10359180.0,Full HD
Dell,Notebook,15.6,4.0,1,Windows,2.18,6296070.0,Full HD
HP,Notebook,14.0,4.0,500,Windows,1.95,10216908.0,Full HD
