Manufacturer,Category,Screen Size,RAM,Storage,Operating System,Weight,Price,Screen Name
Lenovo,Notebook,15.6,4.0,1,Windows,2.2,2747628.0,IPS Panel Full HD
HP,Ultrabook,12.5,4.0,500,Windows,1.26,14040468.0,Full HD
HP,Notebook,15.6,4.0,1,MacOS,1.86,2568899.0,Full HD
Lenovo,2 in 1 Convertible,13.3,14.0,1,Windows,1.3,15996708.0,Other Screen Name
Toshiba,Notebook,14.0,4.0,128,Windows,1.47,9825660.0,IPS Panel Full HD
HP,Netbook,12.5,8.0,256,Windows,1.26,14840748.0,Full HD
Dell,Notebook,15.6,4.0,1,Windows,2.18,4967071.0,Full HD
MSI,Gaming,15.6,8.0,128,Windows,2.2,10661508.0,Full HD
Dell,Ultrabook,14.0,8.0,256,Windows,1.36,14573988.0,Full HD
Dell,Gaming,17.3,14.0,512,Windows,3.5250000000000004,24524136.0,Full HD
HP,Gaming,17.3,8.0,128,Windows,2.75,12439908.0,IPS Panel Full HD
Asus,Notebook,17.3,4.0,1,Windows,2.8,4712760.0,IPS Panel Full HD
Acer,Notebook,15.6,4.0,500,Windows,2.23,5504148.0,Full HD
Toshiba,Notebook,15.6,8.0,256,Windows,2.2,9950148.0,IPS Panel Full HD
Lenovo,2 in 1 Convertible,11.600000000000001,8.0,256,Windows,1.1,11550708.0,IPS Panel Full HD / Touchscreen
Lenovo,Gaming,15.6,14.0,512,Windows,2.5,8883108.0,IPS Panel Full HD
Dell,Ultrabook,12.5,8.0,256,Windows,1.36,13090802.0,Full HD / Touchscreen
Lenovo,Notebook,15.6,8.0,1,MacOS,2.2,6091020.0,Full HD
Dell,Notebook,17.3,4.0,1,Windows,2.36,5859828.0,Full HD / Touchscreen
Acer,Notebook,14.0,4.0,32,MacOS,1.68,3103308.0,Full HD
HP,Workstation,15.6,8.0,8,Windows,2.0,19998108.0,IPS Panel Full HD
Dell,Ultrabook,14.0,8.0,256,Windows,1.36,15783300.0,Full HD
Toshiba,Notebook,13.3,8.0,256,Windows,1.2,12982320.0,Full HD
Asus,2 in 1 Convertible,12.5,8.0,64,MacOS,1.2,10305828.0,Full HD
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.7,13240099.0,IPS Panel Full HD
Dell,Gaming,17.3,14.0,512,Windows,3.5250000000000004,24958343.625,Other Screen Name
Dell,2 in 1 Convertible,13.3,8.0,256,Windows,1.24,16885908.0,Full HD / Touchscreen
HP,2 in 1 Convertible,11.600000000000001,4.0,256,Windows,1.45,6891300.0,Touchscreen
Dell,Ultrabook,13.3,8.0,256,Windows,1.3,11275056.0,Other Screen Name
Acer,2 in 1 Convertible,11.600000000000001,4.0,32,MacOS,1.25,3458988.0,Other Screen Name
Toshiba,Notebook,13.3,8.0,256,Windows,1.2,13649220.0,Full HD
Lenovo,Ultrabook,12.5,8.0,256,Windows,1.36,15649920.0,IPS Panel Full HD
Acer,Notebook,15.6,12.0,128,Windows,2.4,8972028.0,Full HD
Toshiba,Ultrabook,12.5,8.0,512,Windows,1.1,15916680.0,Full HD / Touchscreen
HP,Notebook,15.6,8.0,1,Windows,2.04,7527078.0,Touchscreen
Dell,Notebook,15.6,4.0,1,Linux,2.25,4140293.0,Other Screen Name
Dell,Notebook,15.6,4.0,500,Windows,1.9,7335900.0,Other Screen Name
HP,Notebook,15.6,4.0,500,Windows,2.04,6091020.0,Full HD
Dell,Gaming,17.3,14.0,256,Windows,3.5250000000000004,24958343.625,IPS Panel Full HD
Lenovo,Notebook,15.6,6.0,256,Windows,2.4,6179940.0,Full HD
Dell,2 in 1 Convertible,13.3,14.0,512,Windows,1.22,16885908.0,Quad HD+ / Touchscreen
Dell,Ultrabook,14.0,8.0,256,Windows,1.5,17454818.0,Touchscreen
Dell,Gaming,17.3,14.0,256,Windows,3.5250000000000004,24897600.0,Full HD
Toshiba,Notebook,14.0,8.0,256,Windows,1.95,10492560.0,Full HD
Asus,Gaming,17.3,14.0,256,Windows,2.73,18227711.0,Full HD
HP,Notebook,15.6,8.0,128,Windows,2.04,8705268.0,IPS Panel Full HD
Lenovo,Notebook,14.0,4.0,508,Windows,1.7,8909784.0,Full HD
HP,Notebook,15.6,6.0,1,Windows,2.04,5148468.0,IPS Panel Full HD
Asus,Gaming,17.3,14.0,256,Windows,2.99,15552108.0,Full HD
Dell,2 in 1 Convertible,15.6,12.0,512,Windows,2.19,11550708.0,IPS Panel Full HD / Touchscreen
Toshiba,Notebook,13.3,4.0,128,Windows,1.2,10625940.0,Full HD
Lenovo,Notebook,15.6,6.0,256,Windows,2.2,4881708.0,Full HD
Other Manufacturer,Notebook,15.6,4.0,256,Windows,2.3,5770908.0,Full HD
Toshiba,Notebook,14.0,4.0,500,Windows,1.75,8136180.0,Full HD
Dell,Notebook,15.6,4.0,500,Windows,2.25,5326308.0,IPS Panel Full HD / Touchscreen
HP,Notebook,15.6,8.0,1,Windows,2.04,7166952.0,Full HD
Lenovo,Gaming,15.6,8.0,128,Windows,2.5,10572588.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,1,Windows,2.36,6660108.0,IPS Panel Full HD / Touchscreen
Dell,Notebook,14.0,8.0,128,Windows,1.6,9950148.0,Full HD
HP,Netbook,12.5,8.0,512,Windows,0.97,16965936.0,Full HD
HP,Notebook,15.6,4.0,128,Windows,2.1,4437108.0,Full HD
Lenovo,Notebook,15.6,8.0,256,Windows,2.3,11995308.0,Full HD
Dell,2 in 1 Convertible,13.3,8.0,256,Windows,1.68,7904988.0,Full HD / Touchscreen
Asus,Notebook,13.3,8.0,256,Windows,1.4,10225800.0,Other Screen Name
HP,Ultrabook,13.3,8.0,256,Windows,1.11,11995308.0,IPS Panel Full HD / Touchscreen
Acer,Notebook,15.6,4.0,500,Windows,2.4,3378960.0,Full HD
Asus,Gaming,15.6,14.0,256,Windows,2.5,15996708.0,Full HD
HP,Ultrabook,14.0,8.0,512,Windows,1.48,18575388.0,Full HD
Acer,Gaming,15.6,8.0,128,Windows,2.7,11203920.0,IPS Panel Full HD
HP,Notebook,13.3,8.0,256,Windows,1.34,10572588.0,IPS Panel Full HD
Dell,Notebook,15.6,4.0,128,Windows,2.18,4863924.0,Full HD / Touchscreen
HP,Notebook,14.0,4.0,500,Windows,1.64,6926868.0,IPS Panel Full HD
Toshiba,Notebook,13.3,4.0,128,Windows,1.2,10625940.0,Full HD
HP,Notebook,14.0,4.0,256,Windows,1.48,9781111.0,IPS Panel Full HD
HP,Notebook,14.0,4.0,256,Windows,1.95,10714860.0,Full HD
HP,Ultrabook,14.0,8.0,256,Windows,1.43,12884508.0,Full HD
HP,Notebook,14.0,8.0,256,Windows,1.64,9330020.0,Full HD
HP,Notebook,14.0,4.0,500,Windows,1.64,6082128.0,Full HD
Dell,Gaming,15.6,8.0,1,Windows,2.65,8438508.0,Full HD
HP,Ultrabook,12.5,4.0,500,Windows,1.26,13684788.0,Full HD
HP,Notebook,14.0,4.0,256,Windows,1.48,14138280.0,Full HD
HP,Ultrabook,14.0,8.0,256,Windows,1.54,16781071.0,Full HD
HP,Notebook,13.3,4.0,500,Windows,1.49,7113600.0,Full HD
Toshiba,Notebook,13.3,8.0,256,Windows,1.5,10759320.0,Full HD
HP,Notebook,15.6,4.0,256,Windows,2.04,6846751.0,Full HD
Lenovo,Notebook,17.3,14.0,512,Windows,2.4,24958343.625,Other Screen Name
Toshiba,Notebook,14.0,8.0,256,Windows,1.47,13249080.0,IPS Panel Full HD
HP,Notebook,14.0,8.0,256,Windows,1.43,19820268.0,Full HD
Dell,2 in 1 Convertible,15.6,4.0,1,Windows,2.08,7077943.0,IPS Panel Full HD / Touchscreen
Toshiba,Ultrabook,13.3,8.0,256,Windows,1.2,14138280.0,Full HD
HP,Notebook,13.3,8.0,256,Windows,1.11,10216908.0,IPS Panel Full HD
HP,Notebook,14.0,8.0,256,Windows,1.64,10540844.0,Full HD
Dell,Notebook,15.6,8.0,500,Windows,2.09,9304944.0,Full HD
HP,Ultrabook,12.5,4.0,256,Windows,1.26,13862628.0,Full HD
HP,Notebook,14.0,4.0,500,Windows,2.31,10572588.0,Full HD
HP,Notebook,14.0,4.0,500,Windows,1.95,9425520.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.29,14440608.0,Quad HD+ / Touchscreen
HP,Notebook,17.3,8.0,256,Windows,2.63,9603360.0,Full HD
HP,Notebook,14.0,4.0,256,Windows,1.64,8651916.0,Full HD
Acer,Notebook,15.6,6.0,1,Windows,2.1,3636828.0,IPS Panel Full HD
MSI,Gaming,17.3,8.0,128,Windows,2.7,10597486.0,Full HD
HP,Notebook,14.0,8.0,256,Windows,1.95,10625940.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,1.84,10928179.0,Full HD
HP,Ultrabook,12.5,8.0,256,Windows,1.26,11995308.0,Full HD
HP,Notebook,15.6,4.0,500,Windows,2.04,6597864.0,Full HD
Toshiba,Ultrabook,14.0,8.0,256,Windows,1.47,15338700.0,IPS Panel Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.09,9451751.0,Full HD
HP,Notebook,14.0,8.0,256,Windows,1.64,8985455.0,Full HD
Lenovo,2 in 1 Convertible,15.6,4.0,256,Windows,1.8,7531524.0,IPS Panel Full HD / Touchscreen
Other Manufacturer,Notebook,14.0,2.0,32,Windows,1.45,1874434.0,IPS Panel Full HD
Toshiba,Notebook,15.6,14.0,256,Windows,2.4,12671100.0,IPS Panel Full HD
Lenovo,Notebook,15.6,8.0,256,Windows,2.3,9333043.0,Full HD
HP,Notebook,14.0,4.0,500,Windows,1.54,8892000.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,1.84,18702899.0,Full HD
HP,Notebook,14.0,8.0,256,Windows,1.43,13062348.0,Full HD
MSI,Gaming,17.3,14.0,256,Windows,3.5250000000000004,13743831.0,IPS Panel Full HD
Lenovo,Gaming,17.3,14.0,128,Windows,3.5250000000000004,20362591.0,IPS Panel Full HD
Lenovo,Notebook,14.0,14.0,256,Windows,1.1,23297040.0,Other Screen Name
HP,Notebook,15.6,8.0,1,Windows,1.91,8705268.0,IPS Panel Full HD
Dell,2 in 1 Convertible,15.6,8.0,256,Windows,2.3,9727848.0,IPS Panel Full HD / Touchscreen
HP,Notebook,15.6,4.0,256,Windows,2.04,8705268.0,IPS Panel Full HD
Dell,Ultrabook,13.3,14.0,1,Windows,1.2,20042568.0,Quad HD+ / Touchscreen
HP,Notebook,15.6,4.0,500,Windows,2.31,6270194.0,IPS Panel Full HD
Acer,Notebook,15.6,8.0,1,Windows,2.4,3992508.0,IPS Panel Full HD
Dell,2 in 1 Convertible,13.3,12.0,256,Windows,1.6,11550708.0,IPS Panel Full HD / Touchscreen
MSI,Gaming,15.6,14.0,256,Windows,2.94,16174548.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,2.04,9514440.0,Full HD
Dell,Notebook,15.6,4.0,1,Windows,2.25,4970628.0,Full HD
Dell,Notebook,15.6,14.0,2,Windows,2.32,8802991.0,Full HD
MSI,Gaming,15.6,14.0,256,Windows,1.8,17152668.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.29,12964536.0,Full HD
Asus,Gaming,17.3,14.0,1,Windows,3.5250000000000004,24958343.625,IPS Panel Full HD
Dell,2 in 1 Convertible,13.3,8.0,256,Windows,1.62,7095905.0,Full HD / Touchscreen
Dell,Gaming,15.6,14.0,256,Windows,3.21,11817468.0,Other Screen Name
Dell,Notebook,15.6,4.0,500,Windows,2.06,4285766.0,Other Screen Name
HP,Notebook,15.6,4.0,500,Windows,2.31,10661508.0,Full HD
HP,Ultrabook,12.5,8.0,256,Windows,1.26,10661508.0,Full HD
HP,Notebook,13.3,8.0,256,Windows,1.49,9692280.0,Full HD
Lenovo,Ultrabook,12.5,8.0,256,Windows,1.3,15236353.0,IPS Panel Full HD / Touchscreen
Lenovo,Notebook,17.3,8.0,1,Windows,3.0,5859828.0,IPS Panel Full HD / Touchscreen
Lenovo,Notebook,15.6,4.0,1,Windows,2.3,8687484.0,IPS Panel Full HD
MSI,Gaming,17.3,14.0,256,Windows,3.5250000000000004,22221108.0,Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.1,4801680.0,IPS Panel Full HD
HP,Notebook,15.6,4.0,500,Windows,2.31,8358480.0,Full HD
Lenovo,Ultrabook,12.5,8.0,512,Windows,0.99,12439908.0,Other Screen Name
Lenovo,Gaming,17.3,14.0,512,Windows,3.5250000000000004,24958343.625,IPS Panel Full HD
Lenovo,2 in 1 Convertible,11.600000000000001,4.0,64,Windows,0.69,5746633.0,Other Screen Name
HP,Ultrabook,13.3,14.0,512,Windows,1.3,18219708.0,Other Screen Name
Dell,Notebook,15.6,8.0,256,Windows,2.18,6669000.0,Full HD
HP,Notebook,14.0,4.0,500,Windows,1.54,9167563.0,Full HD
HP,Workstation,15.6,8.0,256,Windows,1.9,13293540.0,Full HD
Lenovo,Notebook,14.0,8.0,1,Windows,1.7,10661508.0,Full HD
Acer,Notebook,15.6,4.0,500,Windows,2.4,3441204.0,IPS Panel Full HD
Asus,Gaming,17.3,8.0,256,Windows,2.7,14218308.0,IPS Panel Full HD
Dell,Ultrabook,13.3,4.0,256,Windows,1.4,7276768.0,IPS Panel Full HD
HP,Netbook,12.5,4.0,128,Windows,2.4,14218308.0,Full HD
Acer,Notebook,15.6,8.0,256,Windows,2.4,7104708.0,Full HD
Dell,Notebook,15.6,8.0,1,Windows,2.36,5680210.0,Full HD
MSI,Gaming,17.3,8.0,256,Windows,2.6,14218308.0,Full HD
HP,Notebook,15.6,4.0,1,Windows,1.96,4446000.0,Full HD
Asus,Gaming,17.3,14.0,128,Windows,3.5250000000000004,20442708.0,IPS Panel Full HD
Dell,Ultrabook,12.5,4.0,500,Windows,1.5,10093754.0,Full HD
Dell,Ultrabook,12.5,4.0,128,Windows,1.5,10376697.0,Full HD
HP,Workstation,17.3,8.0,1,Windows,3.0,24958343.625,IPS Panel Full HD
Lenovo,Gaming,15.6,14.0,512,Windows,2.4,10661508.0,Full HD
Dell,Ultrabook,12.5,8.0,256,Windows,1.5,12565285.0,Full HD
MSI,Gaming,17.3,8.0,128,Windows,2.9,13437501.0,Full HD
Lenovo,2 in 1 Convertible,15.6,4.0,256,Windows,2.1,7709364.0,IPS Panel Full HD / Touchscreen
HP,Notebook,15.6,4.0,1,Windows,2.1,3539016.0,Full HD
Asus,Gaming,15.6,14.0,128,Windows,2.59,11906388.0,IPS Panel Full HD
HP,Notebook,13.3,8.0,256,Windows,1.16,15107508.0,Quad HD+ / Touchscreen
Dell,Notebook,15.6,4.0,500,Windows,2.24,6839282.0,Full HD
Lenovo,Notebook,15.6,4.0,128,Windows,2.1,3814668.0,IPS Panel Full HD / Touchscreen
HP,Ultrabook,13.3,8.0,512,Windows,1.16,17508348.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.23,12262068.0,Full HD
Lenovo,Gaming,17.3,14.0,256,Windows,3.5250000000000004,24452911.0,IPS Panel Full HD
Other Manufacturer,Ultrabook,12.5,8.0,256,Windows,1.25,9149868.0,Other Screen Name
Toshiba,Ultrabook,13.3,14.0,512,Windows,1.05,19793592.0,Full HD
Asus,Gaming,17.3,8.0,128,Windows,3.52,11670661.0,Full HD
Other Manufacturer,Notebook,13.3,4.0,32,Windows,1.35,1742832.0,Full HD
HP,Notebook,13.3,8.0,256,Windows,1.16,15027480.0,Full HD
HP,Notebook,14.0,8.0,256,Windows,1.43,13453596.0,Full HD
Asus,Notebook,15.6,4.0,1,Windows,2.0,3868020.0,Full HD
Lenovo,2 in 1 Convertible,14.0,8.0,256,Windows,1.8,14840748.0,IPS Panel Full HD / Touchscreen
Lenovo,2 in 1 Convertible,11.600000000000001,4.0,64,Windows,0.69,4259268.0,Other Screen Name
HP,Ultrabook,12.5,8.0,256,Windows,1.26,16850340.0,Full HD
HP,Gaming,17.3,8.0,128,Windows,3.35,10039068.0,IPS Panel Full HD
HP,Notebook,15.6,8.0,2,Windows,2.04,5593068.0,IPS Panel Full HD
Lenovo,2 in 1 Convertible,14.0,8.0,512,Windows,1.8,18231979.0,IPS Panel Full HD / Touchscreen
Asus,Notebook,14.0,4.0,32,Windows,1.5,2471976.0,Full HD
HP,Ultrabook,15.6,8.0,256,Windows,1.84,6686784.0,Full HD
Acer,Notebook,15.6,4.0,1,Windows,2.23,5477472.0,Full HD
Lenovo,Notebook,15.6,14.0,1,Windows,2.5,9772308.0,Full HD
HP,Workstation,17.3,8.0,256,Windows,3.0,24958343.625,IPS Panel Full HD
Dell,Notebook,15.6,8.0,1,Windows,2.5,6971328.0,Full HD
MSI,Gaming,17.3,14.0,256,Windows,3.5250000000000004,21331908.0,Full HD
HP,Ultrabook,15.6,8.0,256,Windows,1.88,19310934.0,Full HD
Lenovo,2 in 1 Convertible,14.0,14.0,512,Windows,2.8,21696480.0,Other Screen Name
MSI,Gaming,15.6,8.0,128,Windows,2.4,10161778.0,Full HD
HP,2 in 1 Convertible,13.3,8.0,256,Windows,1.48,14485068.0,Full HD / Touchscreen
HP,Workstation,15.6,8.0,256,Windows,2.59,19820268.0,IPS Panel Full HD
HP,2 in 1 Convertible,13.3,8.0,256,Windows,1.48,15996708.0,Touchscreen
HP,Workstation,15.6,8.0,256,Windows,2.0,16885908.0,Full HD
HP,Ultrabook,12.5,8.0,256,Windows,1.26,20424479.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.18,8980031.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,1.88,14040468.0,Full HD
Lenovo,2 in 1 Convertible,14.0,8.0,256,Windows,1.27,20798388.0,Other Screen Name
HP,Notebook,15.6,4.0,500,Windows,1.86,2640924.0,Full HD
Dell,Gaming,15.6,8.0,1,Windows,2.62,10661508.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.04,20013047.0,Other Screen Name
HP,Notebook,15.6,4.0,256,Windows,1.91,4258290.0,Full HD
MSI,Gaming,17.3,14.0,256,Windows,2.7,13273978.0,Full HD
Lenovo,Ultrabook,14.0,12.0,512,Windows,1.4,20442708.0,Full HD
Lenovo,Notebook,15.6,8.0,1,Windows,2.5,7011253.0,Full HD
HP,2 in 1 Convertible,13.3,8.0,512,Windows,1.48,18148572.0,Touchscreen
Lenovo,Ultrabook,14.0,8.0,256,Windows,1.7,13329108.0,Full HD
MSI,Gaming,14.0,14.0,256,Windows,1.7,15729948.0,Full HD
HP,Gaming,15.6,8.0,1,Windows,2.62,7993908.0,IPS Panel Full HD
Lenovo,Notebook,15.6,8.0,1,Windows,2.2,4081428.0,Full HD
Dell,Gaming,15.6,8.0,128,Windows,2.62,13320216.0,Other Screen Name
Lenovo,Notebook,15.6,8.0,256,Windows,1.95,12359880.0,IPS Panel Full HD
Lenovo,Notebook,15.6,4.0,1,Windows,2.2,4161456.0,Full HD
HP,Notebook,14.0,2.0,32,Windows,1.44,2214108.0,IPS Panel Full HD
MSI,Gaming,15.6,8.0,1,Windows,2.2,7460388.0,IPS Panel Full HD
HP,Notebook,15.6,8.0,256,Windows,1.96,6037668.0,Full HD
HP,Notebook,15.6,14.0,512,Windows,2.1,10305828.0,Full HD
Asus,Notebook,15.6,4.0,500,Windows,2.2,3281148.0,Full HD
Asus,Notebook,14.0,4.0,256,Windows,2.0,6837948.0,Full HD
Lenovo,Notebook,15.6,4.0,1,Windows,2.32,7335900.0,Full HD
Lenovo,Gaming,15.6,14.0,512,Windows,3.31,11604060.0,IPS Panel Full HD
MSI,Gaming,15.6,14.0,128,Windows,1.91,19147766.0,Full HD
HP,Notebook,15.6,4.0,500,Windows,2.07,5779800.0,Full HD
Lenovo,2 in 1 Convertible,14.0,8.0,256,Windows,1.36,14556204.0,Other Screen Name
Lenovo,Ultrabook,15.6,6.0,256,Windows,1.54,7389252.0,Full HD
Acer,Notebook,15.6,4.0,500,Windows,2.1,2961036.0,Full HD
HP,Notebook,15.6,6.0,1,Windows,2.18,7104708.0,IPS Panel Full HD
Asus,Gaming,15.6,8.0,256,Windows,2.591,8082828.0,IPS Panel Full HD
Dell,2 in 1 Convertible,15.6,14.0,512,Windows,2.09,10483668.0,Full HD / Touchscreen
Acer,Notebook,15.6,4.0,256,Windows,2.23,6144372.0,Full HD
Acer,Gaming,17.3,14.0,256,Windows,3.5250000000000004,23110308.0,IPS Panel Full HD
Lenovo,Gaming,15.6,8.0,1,Windows,2.4,7282548.0,IPS Panel Full HD
HP,Notebook,15.6,4.0,500,Windows,1.86,4312620.0,IPS Panel Full HD
Dell,2 in 1 Convertible,13.3,8.0,256,Windows,1.6,10661508.0,IPS Panel Full HD / Touchscreen
HP,Notebook,15.6,12.0,128,Windows,2.21,11799684.0,IPS Panel Full HD
Asus,Gaming,17.3,14.0,512,Windows,3.5250000000000004,19117800.0,IPS Panel Full HD
MSI,Gaming,17.3,14.0,256,Windows,2.43,18218819.0,Full HD
Dell,Notebook,15.6,4.0,128,Windows,2.3,4437108.0,IPS Panel Full HD / Touchscreen
Dell,2 in 1 Convertible,15.6,14.0,512,Windows,2.0,11426220.0,Full HD / Touchscreen
Dell,Ultrabook,13.3,14.0,512,Windows,1.2,23830560.0,Quad HD+ / Touchscreen
Asus,Gaming,15.6,8.0,1,Windows,2.2,10394748.0,Full HD
Dell,Notebook,15.6,8.0,256,Windows,2.36,7904988.0,Full HD
HP,Notebook,15.6,8.0,256,Windows,1.91,5148468.0,IPS Panel Full HD
Lenovo,Notebook,15.6,4.0,500,Windows,2.2,2658708.0,IPS Panel Full HD
Acer,Notebook,17.3,8.0,1,Windows,3.3,5593068.0,IPS Panel Full HD
Asus,Gaming,15.6,14.0,256,Windows,2.2,21776508.0,Full HD
Asus,Notebook,15.6,14.0,128,Windows,2.2,15552108.0,Full HD
MSI,Gaming,17.3,14.0,256,Windows,2.43,17330419.0,IPS Panel Full HD
Dell,2 in 1 Convertible,15.6,8.0,256,Windows,2.191,8883108.0,IPS Panel Full HD / Touchscreen
Asus,Gaming,17.3,14.0,256,Windows,2.9,17330508.0,Full HD
Acer,Notebook,17.3,4.0,1,Windows,3.3,5317416.0,IPS Panel Full HD
Lenovo,Gaming,15.6,8.0,128,Windows,2.6,11310624.0,IPS Panel Full HD
Acer,2 in 1 Convertible,14.0,8.0,256,Windows,1.2,10216908.0,IPS Panel Full HD / Touchscreen
Lenovo,Notebook,15.6,8.0,256,Windows,2.3,13595868.0,IPS Panel Full HD
MSI,Gaming,15.6,8.0,128,Windows,2.2,13125570.0,Full HD
HP,Notebook,15.6,6.0,1,Windows,2.1,4703868.0,Full HD
Dell,Ultrabook,12.5,8.0,256,Windows,1.26,15235286.0,Full HD / Touchscreen
Dell,2 in 1 Convertible,15.0,4.0,500,Windows,2.08,4526028.0,Full HD / Touchscreen
Asus,Notebook,15.6,4.0,1,Windows,2.65,2747628.0,Full HD
Dell,Ultrabook,13.3,8.0,256,Windows,1.29,13133484.0,Quad HD+ / Touchscreen
Lenovo,Gaming,15.6,14.0,128,Windows,2.6,9149868.0,IPS Panel Full HD / Touchscreen
MSI,Gaming,15.6,8.0,128,Windows,2.2,10216908.0,Full HD
Lenovo,Netbook,12.5,14.0,512,Windows,1.3,14671800.0,IPS Panel Full HD / Touchscreen
Other Manufacturer,Gaming,14.0,14.0,1,Windows,1.95,24958343.625,Full HD
Dell,Notebook,15.6,8.0,1,Windows,2.3,4170437.0,Touchscreen
MSI,Gaming,17.3,14.0,256,Windows,2.7,14209416.0,Full HD
HP,Notebook,15.6,4.0,1,Windows,2.1,4250376.0,Full HD
HP,Ultrabook,14.0,8.0,256,Windows,1.54,19546305.0,Full HD
Dell,Notebook,15.6,4.0,500,Windows,2.24,6553404.0,Touchscreen
MSI,Gaming,15.6,8.0,128,Windows,2.3,10394748.0,Full HD
Lenovo,Notebook,13.3,14.0,512,Windows,1.4,13329108.0,IPS Panel Full HD
Lenovo,Notebook,15.6,6.0,256,Windows,2.2,5313592.0,Full HD
Asus,Ultrabook,13.3,8.0,256,Windows,1.45,11381760.0,Full HD
Dell,2 in 1 Convertible,17.3,14.0,512,Windows,2.77,15996708.0,Full HD / Touchscreen
HP,Notebook,14.0,4.0,256,Windows,1.54,9781111.0,Full HD
Asus,Gaming,15.6,14.0,256,Windows,2.5,14227200.0,IPS Panel Full HD
Dell,Notebook,14.0,4.0,500,Windows,1.6,7780500.0,Full HD / Touchscreen
Asus,Gaming,15.6,14.0,256,Windows,2.34,20673900.0,IPS Panel Full HD
Dell,2 in 1 Convertible,13.3,8.0,256,Windows,1.24,16121196.0,Quad HD+ / Touchscreen
HP,Notebook,15.6,4.0,500,Windows,1.86,3547908.0,Full HD
Lenovo,Notebook,15.6,6.0,128,Windows,2.4,5059548.0,Full HD
Lenovo,Notebook,14.0,8.0,256,Windows,1.9,9532224.0,IPS Panel Full HD
Dell,Notebook,15.6,4.0,500,Windows,2.2,3947959.0,Quad HD+ / Touchscreen
Asus,Notebook,15.6,4.0,1,Windows,2.0,3014388.0,IPS Panel Full HD
Asus,Gaming,17.3,14.0,128,Windows,3.5250000000000004,16894800.0,IPS Panel Full HD
Dell,Notebook,15.6,4.0,500,Windows,2.29,4357080.0,Quad HD+ / Touchscreen
Lenovo,Notebook,15.6,8.0,1,Windows,2.32,7958340.0,Full HD
MSI,Gaming,15.6,8.0,128,Windows,2.4,10928268.0,Full HD
Lenovo,2 in 1 Convertible,14.0,4.0,128,Windows,1.8,7407125.0,Full HD / Touchscreen
Asus,Ultrabook,13.3,8.0,512,Windows,1.2,6482268.0,IPS Panel Full HD
Dell,Notebook,15.6,6.0,1,Windows,2.3,4081428.0,Quad HD+ / Touchscreen
Dell,Notebook,15.6,2.0,500,Windows,2.2,3370068.0,Quad HD+ / Touchscreen
Lenovo,Notebook,15.6,8.0,1,Windows,2.6,7993908.0,IPS Panel Full HD
HP,Notebook,15.6,6.0,1,Windows,2.04,4890511.0,Full HD
HP,Netbook,11.600000000000001,2.0,32,Windows,1.17,1858428.0,Full HD
Asus,Notebook,15.6,4.0,500,Windows,2.2,6405085.0,IPS Panel Full HD
Lenovo,2 in 1 Convertible,14.0,4.0,128,Windows,1.8,5673096.0,IPS Panel Full HD / Touchscreen
Lenovo,2 in 1 Convertible,13.3,14.0,512,Windows,1.3,13329108.0,Other Screen Name
Lenovo,Notebook,14.0,2.0,64,Windows,1.5,2036268.0,Other Screen Name
HP,Notebook,15.6,6.0,1,Windows,2.19,6793488.0,Full HD
Asus,Notebook,15.6,4.0,500,Windows,2.2,3281148.0,IPS Panel Full HD
